"team_a","team_b","gender","series","team_a_venue","toss_winner","toss_decision","first_innings_total","day_night","rain","duckworth_lewis","win_toss_win_game"
"Pakistan","Sri Lanka","M","high","away","Pakistan","field",164,"0","0","0","won"
"Pakistan","West Indies","M","high","away","Pakistan","bat",260,"1","0","0","won"
"New Zealand","England","F","low","home","England","bat",117,"0","0","0","lost"
"Pakistan","India","M","medium","home","India","field",161,"1","0","0","lost"
"Australia","Sri Lanka","M","medium","home","Sri Lanka","bat",266,"1","0","0","lost"
"Australia","South Africa","M","low","away","South Africa","bat",251,"0","0","0","lost"
"Bangladesh","India","M","low","home","India","bat",348,"1","0","0","lost"
"Australia","New Zealand","M","medium","home","New Zealand","bat",198,"1","0","0","lost"
"India","Pakistan","M","medium","away","Pakistan","field",245,"0","0","0","lost"
"England","India","F","low","home","England","field",129,"0","0","0","won"
"India","Sri Lanka","M","high","away","India","field",238,"0","0","0","won"
"New Zealand","West Indies","F","low","home","West Indies","field",274,"0","0","0","lost"
"Australia","England","M","medium","home","Australia","bat",224,"1","0","0","won"
"England","New Zealand","F","high","home","New Zealand","field",195,"0","0","0","lost"
"Sri Lanka","New Zealand","M","low","home","New Zealand","field",114,"0","0","0","lost"
"Australia","Sri Lanka","M","high","away","Sri Lanka","field",241,"1","0","0","lost"
"England","West Indies","M","medium","home","England","field",159,"1","0","0","won"
"New Zealand","Australia","M","medium","home","New Zealand","field",252,"1","0","0","won"
"West Indies","Sri Lanka","M","low","home","West Indies","field",235,"0","0","0","won"
"New Zealand","Sri Lanka","M","low","away","Sri Lanka","bat",214,"1","0","0","lost"
"India","West Indies","M","low","home","India","bat",283,"0","0","0","won"
"New Zealand","Sri Lanka","M","low","home","New Zealand","field",224,"0","0","0","won"
"West Indies","India","M","low","home","India","bat",192,"0","0","0","lost"
"New Zealand","Australia","M","low","home","New Zealand","bat",122,"1","0","0","won"
"West Indies","South Africa","M","low","home","West Indies","field",200,"0","0","0","won"
"Pakistan","New Zealand","M","low","home","Pakistan","bat",234,"0","0","0","won"
"Pakistan","West Indies","M","low","home","Pakistan","bat",168,"0","0","0","won"
"Sri Lanka","Pakistan","F","low","home","Sri Lanka","field",135,"0","0","0","won"
"Zimbabwe","South Africa","M","low","home","South Africa","bat",363,"0","0","0","lost"
"India","Sri Lanka","M","low","home","Sri Lanka","field",299,"0","0","0","lost"
"Australia","West Indies","M","medium","home","Australia","bat",194,"1","0","0","won"
"Australia","England","F","high","away","Australia","field",158,"0","0","0","won"
"New Zealand","Pakistan","M","high","away","New Zealand","field",269,"0","0","0","won"
"England","Sri Lanka","M","medium","away","England","field",181,"1","0","0","won"
"Bangladesh","New Zealand","M","medium","away","New Zealand","bat",338,"0","0","0","lost"
"New Zealand","Australia","F","medium","home","New Zealand","bat",252,"0","0","0","won"
"South Africa","Pakistan","M","medium","home","Pakistan","bat",214,"0","0","0","lost"
"South Africa","Pakistan","M","medium","home","South Africa","field",250,"0","0","0","won"
"India","Pakistan","M","medium","home","India","bat",356,"0","0","0","won"
"Pakistan","Zimbabwe","M","low","home","Zimbabwe","bat",238,"0","0","0","lost"
"England","India","M","high","home","England","field",232,"0","0","0","won"
"Australia","Sri Lanka","M","medium","home","Sri Lanka","bat",171,"0","0","0","lost"
"Australia","England","M","medium","home","England","bat",178,"1","0","0","lost"
"England","South Africa","F","low","home","South Africa","bat",147,"0","0","0","lost"
"England","Australia","F","high","home","England","bat",279,"0","0","0","won"
"Australia","West Indies","M","medium","home","Australia","bat",173,"1","0","0","won"
"India","New Zealand","M","low","away","India","bat",276,"0","0","0","won"
"South Africa","Pakistan","M","low","home","Pakistan","bat",213,"0","0","0","lost"
"Australia","India","M","medium","home","India","field",242,"1","0","0","lost"
"New Zealand","India","M","low","home","India","field",199,"1","0","0","lost"
"Pakistan","West Indies","M","low","away","West Indies","bat",289,"1","0","0","lost"
"Bangladesh","New Zealand","M","high","away","Bangladesh","bat",198,"0","0","0","won"
"Bangladesh","India","M","low","home","Bangladesh","field",245,"0","0","0","won"
"West Indies","India","M","low","home","India","bat",260,"0","1","1","lost"
"Sri Lanka","West Indies","M","high","away","West Indies","field",273,"0","0","0","lost"
"Australia","England","M","medium","home","England","field",163,"1","0","0","lost"
"England","India","M","low","home","India","field",229,"0","0","0","lost"
"India","New Zealand","M","low","away","New Zealand","bat",215,"0","0","0","lost"
"New Zealand","Australia","F","high","home","Australia","field",166,"0","0","0","lost"
"Australia","Pakistan","M","medium","home","Australia","bat",212,"1","0","0","won"
"Sri Lanka","India","M","medium","home","Sri Lanka","field",125,"1","0","0","won"
"New Zealand","Australia","M","low","home","Australia","field",74,"0","0","0","lost"
"New Zealand","South Africa","F","low","home","South Africa","bat",96,"0","0","0","lost"
"West Indies","England","F","low","home","England","bat",176,"0","0","0","lost"
"Australia","India","M","high","home","Australia","bat",237,"0","0","0","won"
"Australia","Pakistan","M","high","away","Australia","bat",278,"0","0","0","won"
"South Africa","West Indies","M","low","home","South Africa","bat",221,"1","0","0","won"
"India","Zimbabwe","M","low","away","Zimbabwe","field",277,"0","0","0","lost"
"Australia","England","M","medium","home","Australia","bat",225,"0","0","0","won"
"England","Pakistan","M","high","home","Pakistan","bat",232,"0","0","0","lost"
"New Zealand","Australia","M","low","home","Australia","field",240,"0","0","0","lost"
"Pakistan","South Africa","M","low","away","South Africa","bat",196,"0","0","0","lost"
"Australia","England","M","high","away","England","bat",247,"0","0","0","lost"
"England","India","M","high","away","India","bat",250,"1","0","0","lost"
"England","Australia","M","low","home","England","field",179,"0","0","0","won"
"Australia","India","M","low","away","Australia","bat",250,"0","0","0","won"
"New Zealand","Pakistan","M","low","home","New Zealand","bat",277,"0","0","0","won"
"Pakistan","South Africa","M","low","home","Pakistan","field",271,"1","0","0","won"
"England","South Africa","M","high","home","England","field",225,"0","0","0","won"
"South Africa","West Indies","M","low","home","South Africa","bat",255,"1","0","0","won"
"India","Pakistan","M","high","away","Pakistan","bat",273,"0","0","0","lost"
"Pakistan","India","M","medium","home","India","bat",197,"0","0","0","lost"
"West Indies","South Africa","M","low","home","West Indies","field",284,"0","0","0","won"
"Pakistan","Sri Lanka","M","high","away","Pakistan","bat",211,"1","0","0","won"
"India","Sri Lanka","M","medium","away","India","field",271,"0","0","0","won"
"West Indies","Pakistan","M","low","home","West Indies","bat",248,"0","0","0","won"
"Bangladesh","Zimbabwe","M","low","home","Bangladesh","field",146,"0","0","0","won"
"South Africa","Australia","M","low","home","South Africa","bat",284,"1","0","0","won"
"England","Sri Lanka","M","medium","home","England","field",240,"0","0","0","won"
"India","Pakistan","M","low","away","Pakistan","field",208,"0","0","0","lost"
"Sri Lanka","England","M","low","home","Sri Lanka","bat",269,"1","0","0","won"
"Bangladesh","India","M","low","home","India","bat",284,"0","0","0","lost"
"New Zealand","South Africa","F","low","home","New Zealand","bat",226,"0","0","0","won"
"Australia","Sri Lanka","M","high","away","Australia","bat",212,"0","1","1","won"
"Pakistan","Sri Lanka","M","medium","away","Pakistan","bat",222,"1","0","0","won"
"Australia","South Africa","M","medium","home","Australia","bat",344,"1","0","0","won"
"India","New Zealand","M","medium","away","New Zealand","field",202,"0","0","0","lost"
"England","Australia","F","low","home","Australia","field",200,"0","0","0","lost"
"Australia","Sri Lanka","F","high","away","Australia","bat",282,"0","0","0","won"
"Australia","New Zealand","F","medium","home","New Zealand","bat",162,"0","0","0","lost"
"West Indies","New Zealand","F","low","home","West Indies","bat",238,"0","0","0","won"
"West Indies","South Africa","M","low","home","South Africa","field",231,"0","0","0","lost"
"England","India","F","high","home","India","field",214,"0","0","0","lost"
"New Zealand","Pakistan","M","low","home","New Zealand","field",170,"0","0","0","won"
"New Zealand","Sri Lanka","M","low","home","New Zealand","field",167,"0","0","0","won"
"West Indies","England","M","low","home","West Indies","field",281,"0","0","0","won"
"Pakistan","West Indies","M","high","home","West Indies","bat",216,"0","0","0","lost"
"South Africa","Zimbabwe","M","low","home","Zimbabwe","bat",152,"1","0","0","lost"
"Australia","Pakistan","M","medium","home","Australia","field",218,"0","0","0","won"
"Australia","Sri Lanka","M","medium","home","Australia","bat",242,"1","0","0","won"
"India","Sri Lanka","M","medium","away","Sri Lanka","field",219,"0","0","0","lost"
"South Africa","Sri Lanka","M","low","home","South Africa","field",214,"1","1","1","won"
"Australia","New Zealand","M","medium","home","New Zealand","bat",156,"0","0","0","lost"
"South Africa","New Zealand","M","low","home","New Zealand","bat",238,"0","0","0","lost"
"Australia","Sri Lanka","M","medium","home","Sri Lanka","bat",274,"1","0","0","lost"
"South Africa","Pakistan","M","low","home","South Africa","bat",182,"1","0","0","won"
"England","West Indies","F","low","home","England","bat",167,"0","0","0","won"
"India","West Indies","F","high","home","West Indies","field",145,"0","0","0","lost"
"West Indies","Sri Lanka","M","low","home","West Indies","field",201,"0","0","0","won"
"South Africa","Sri Lanka","M","low","away","South Africa","bat",220,"0","0","0","won"
"South Africa","Pakistan","M","low","home","South Africa","bat",265,"1","0","0","won"
"India","Sri Lanka","M","low","home","India","bat",136,"0","0","0","won"
"Australia","Zimbabwe","M","medium","home","Zimbabwe","bat",223,"1","0","0","lost"
"West Indies","England","M","low","home","England","field",156,"0","0","0","lost"
"New Zealand","England","M","low","home","New Zealand","bat",222,"1","0","0","won"
"Pakistan","South Africa","M","low","away","Pakistan","field",321,"0","0","0","won"
"Sri Lanka","West Indies","M","high","away","Sri Lanka","bat",178,"1","0","0","won"
"India","South Africa","M","low","away","India","field",235,"0","0","0","won"
"Pakistan","Sri Lanka","M","low","home","Pakistan","field",263,"0","0","0","won"
"England","South Africa","F","low","home","South Africa","field",254,"0","0","0","lost"
"New Zealand","Australia","F","medium","home","Australia","bat",189,"0","0","0","lost"
"Pakistan","West Indies","M","medium","away","West Indies","bat",159,"1","0","0","lost"
"India","Pakistan","F","high","away","India","field",57,"0","0","0","won"
"India","England","M","low","home","India","field",161,"0","0","0","won"
"West Indies","Zimbabwe","M","medium","away","West Indies","bat",178,"1","0","0","won"
"England","Sri Lanka","M","medium","away","England","bat",279,"1","0","0","won"
"Bangladesh","Pakistan","M","medium","away","Bangladesh","bat",166,"1","0","0","won"
"Pakistan","West Indies","M","medium","away","Pakistan","field",245,"0","0","0","won"
"Sri Lanka","India","M","low","home","India","bat",146,"0","0","0","lost"
"New Zealand","Zimbabwe","M","high","away","New Zealand","field",227,"0","0","0","won"
"New Zealand","Pakistan","M","low","home","New Zealand","field",213,"0","0","0","won"
"Pakistan","Sri Lanka","M","low","home","Pakistan","field",293,"1","0","0","won"
"Zimbabwe","West Indies","M","low","home","Zimbabwe","field",286,"0","0","0","won"
"Sri Lanka","India","M","low","home","India","bat",237,"1","0","0","lost"
"West Indies","India","M","low","home","India","field",249,"0","0","0","lost"
"New Zealand","Pakistan","M","low","home","Pakistan","field",149,"1","0","0","lost"
"West Indies","Zimbabwe","M","high","home","West Indies","field",202,"0","0","0","won"
"India","Australia","F","low","home","India","field",195,"0","0","0","won"
"West Indies","South Africa","M","low","home","South Africa","bat",163,"0","0","0","lost"
"India","Sri Lanka","M","high","away","India","field",254,"0","0","0","won"
"Australia","New Zealand","F","medium","home","New Zealand","bat",132,"0","0","0","lost"
"India","Zimbabwe","M","low","home","Zimbabwe","field",301,"0","0","0","lost"
"India","West Indies","M","low","home","West Indies","field",341,"0","0","0","lost"
"Australia","Sri Lanka","M","medium","home","Australia","bat",253,"1","0","0","won"
"Australia","Pakistan","M","medium","home","Pakistan","field",264,"1","0","0","lost"
"New Zealand","Australia","F","medium","home","New Zealand","field",241,"0","0","0","won"
"Pakistan","West Indies","F","high","away","Pakistan","field",132,"0","0","0","won"
"England","New Zealand","M","medium","away","England","field",239,"0","0","0","won"
"Pakistan","India","M","medium","home","India","field",224,"0","0","0","lost"
"India","Australia","M","high","home","India","bat",249,"1","0","0","won"
"India","Pakistan","M","medium","away","India","bat",195,"1","0","0","won"
"India","West Indies","M","medium","away","India","field",229,"0","0","0","won"
"South Africa","Sri Lanka","M","medium","home","South Africa","bat",231,"0","0","0","won"
"New Zealand","Australia","F","high","home","Australia","field",243,"0","0","0","lost"
"South Africa","England","M","low","home","South Africa","bat",184,"0","0","0","won"
"Bangladesh","Pakistan","M","low","home","Pakistan","bat",281,"1","0","0","lost"
"Australia","New Zealand","F","medium","home","Australia","field",177,"0","0","0","won"
"India","South Africa","M","low","home","South Africa","bat",261,"1","0","0","lost"
"India","Sri Lanka","M","low","home","India","field",145,"0","0","0","won"
"Pakistan","West Indies","F","low","home","West Indies","field",160,"0","0","0","lost"
"Pakistan","West Indies","M","low","away","Pakistan","bat",232,"1","0","0","won"
"Pakistan","Sri Lanka","M","medium","away","Sri Lanka","bat",244,"0","0","0","lost"
"South Africa","Sri Lanka","F","low","home","South Africa","field",136,"0","0","0","won"
"Australia","New Zealand","F","medium","home","Australia","bat",188,"0","0","0","won"
"New Zealand","England","M","low","home","New Zealand","field",244,"1","0","0","won"
"West Indies","South Africa","F","low","home","West Indies","bat",128,"0","0","0","won"
"England","Pakistan","M","low","home","Pakistan","field",292,"0","0","0","lost"
"Pakistan","Sri Lanka","M","high","home","Pakistan","bat",297,"0","0","0","won"
"England","South Africa","M","low","home","South Africa","bat",205,"0","0","0","lost"
"New Zealand","Pakistan","M","low","home","New Zealand","field",126,"0","0","0","won"
"Australia","New Zealand","F","high","away","Australia","field",227,"0","0","0","won"
"Pakistan","India","M","medium","home","India","field",199,"0","0","0","lost"
"India","Sri Lanka","M","high","away","India","field",214,"0","0","0","won"
"India","Sri Lanka","M","low","away","India","bat",199,"0","0","0","won"
"India","Australia","F","low","home","India","field",184,"0","0","0","won"
"Sri Lanka","England","M","low","home","Sri Lanka","bat",226,"1","0","0","won"
"England","Pakistan","M","low","home","Pakistan","bat",204,"0","0","0","lost"
"New Zealand","West Indies","M","low","home","West Indies","bat",159,"1","0","0","lost"
"South Africa","West Indies","M","low","home","West Indies","bat",304,"1","0","0","lost"
"England","India","F","high","away","India","field",86,"0","0","0","lost"
"Australia","New Zealand","F","medium","home","New Zealand","bat",158,"0","0","0","lost"
"New Zealand","Sri Lanka","M","low","home","Sri Lanka","bat",250,"0","0","0","lost"
"Australia","South Africa","M","medium","home","Australia","bat",198,"1","0","0","won"
"New Zealand","West Indies","M","low","away","West Indies","bat",306,"0","0","0","lost"
"West Indies","Zimbabwe","M","medium","away","West Indies","bat",287,"0","0","0","won"
"Sri Lanka","West Indies","F","low","home","Sri Lanka","field",169,"0","0","0","won"
"Australia","New Zealand","M","medium","home","Australia","field",152,"1","0","0","won"
"Pakistan","Zimbabwe","M","low","home","Zimbabwe","bat",181,"0","0","0","lost"
"India","Sri Lanka","M","low","home","India","bat",225,"1","0","0","won"
"India","New Zealand","M","high","away","India","bat",230,"0","0","0","won"
"England","Pakistan","M","low","home","Pakistan","field",248,"0","0","0","lost"
"Pakistan","Sri Lanka","M","medium","away","Pakistan","field",288,"0","0","0","won"
"West Indies","Bangladesh","M","low","home","Bangladesh","field",124,"0","0","0","lost"
"South Africa","England","F","high","home","England","field",174,"0","0","0","lost"
"Sri Lanka","India","M","low","home","Sri Lanka","bat",281,"1","0","0","won"
"England","Sri Lanka","F","high","away","England","bat",242,"0","0","0","won"
"England","India","M","medium","home","India","bat",212,"1","0","0","lost"
"Australia","South Africa","M","high","home","Australia","bat",170,"1","0","0","won"
"South Africa","Zimbabwe","M","low","home","South Africa","bat",204,"0","0","0","won"
"South Africa","Sri Lanka","M","low","home","South Africa","field",184,"1","0","0","won"
"Pakistan","Sri Lanka","M","low","away","Sri Lanka","bat",297,"1","0","0","lost"
"West Indies","New Zealand","M","low","home","New Zealand","bat",210,"0","0","0","lost"
"New Zealand","South Africa","F","low","home","South Africa","bat",82,"0","0","0","lost"
"England","Zimbabwe","M","high","away","England","bat",298,"1","0","0","won"
"India","West Indies","M","low","away","India","field",163,"0","0","0","won"
"Australia","Pakistan","M","medium","home","Australia","bat",237,"1","0","0","won"
"Pakistan","South Africa","M","high","home","Pakistan","bat",242,"0","0","0","won"
"New Zealand","Pakistan","M","high","away","New Zealand","field",160,"0","0","0","won"
"West Indies","Pakistan","F","high","home","West Indies","field",182,"1","0","0","won"
"England","India","F","low","home","India","field",253,"0","0","0","lost"
"Pakistan","India","M","medium","home","Pakistan","bat",299,"1","0","0","won"
"England","Sri Lanka","M","medium","away","Sri Lanka","bat",207,"1","0","0","lost"
"Australia","India","M","medium","home","Australia","bat",269,"1","0","0","won"
"Australia","New Zealand","F","low","away","New Zealand","bat",177,"0","0","0","lost"
"India","Sri Lanka","M","medium","away","Sri Lanka","bat",276,"1","0","0","lost"
"Sri Lanka","England","M","low","home","Sri Lanka","bat",164,"1","1","1","won"
"England","Australia","F","low","home","Australia","bat",227,"0","0","0","lost"
"India","New Zealand","F","low","away","India","field",168,"0","0","0","won"
"Sri Lanka","Pakistan","M","low","home","Pakistan","field",224,"0","0","0","lost"
"Australia","New Zealand","F","medium","home","New Zealand","bat",166,"0","0","0","lost"
"New Zealand","Sri Lanka","M","high","away","New Zealand","bat",219,"0","0","0","won"
"India","West Indies","M","high","away","India","field",198,"0","0","0","won"
"West Indies","Australia","M","low","home","Australia","bat",245,"0","0","0","lost"
"Australia","West Indies","M","medium","home","Australia","bat",146,"0","0","0","won"
"South Africa","India","M","low","home","South Africa","field",200,"0","0","0","won"
"New Zealand","India","M","low","home","India","bat",222,"0","0","0","lost"
"India","South Africa","M","low","home","India","field",249,"0","0","0","won"
"Zimbabwe","South Africa","M","low","home","Zimbabwe","bat",206,"0","0","0","won"
"Pakistan","New Zealand","M","low","home","New Zealand","bat",198,"0","0","0","lost"
"India","New Zealand","F","low","home","India","field",207,"0","0","0","won"
"Zimbabwe","England","M","low","home","Zimbabwe","bat",238,"0","0","0","won"
"Australia","Bangladesh","M","low","home","Bangladesh","field",254,"0","0","0","lost"
"New Zealand","Zimbabwe","M","low","home","New Zealand","field",300,"1","1","1","won"
"South Africa","England","F","low","home","England","bat",242,"0","0","0","lost"
"England","New Zealand","M","medium","away","New Zealand","bat",318,"1","0","0","lost"
"Australia","New Zealand","M","medium","home","Australia","bat",181,"1","0","0","won"
"England","Australia","M","medium","home","England","field",219,"0","0","0","won"
"Australia","India","M","medium","home","Australia","field",63,"0","0","0","won"
"South Africa","West Indies","M","low","away","South Africa","field",245,"1","0","0","won"
"Sri Lanka","Bangladesh","M","low","home","Sri Lanka","field",137,"0","0","0","won"
"Pakistan","South Africa","M","medium","away","Pakistan","bat",263,"1","0","0","won"
"Australia","England","M","medium","home","England","bat",214,"1","0","0","lost"
"India","New Zealand","M","high","home","New Zealand","field",252,"0","0","0","lost"
"England","India","F","low","home","India","bat",118,"0","0","0","lost"
"India","Bangladesh","F","low","home","India","bat",256,"0","0","0","won"
"Sri Lanka","West Indies","M","low","away","Sri Lanka","field",237,"1","0","0","won"
"India","England","M","low","home","India","bat",281,"1","0","0","won"
"England","Sri Lanka","M","low","home","England","field",242,"0","0","0","won"
"England","New Zealand","M","medium","home","New Zealand","field",307,"0","0","0","lost"
"New Zealand","West Indies","M","low","home","New Zealand","field",200,"0","0","0","won"
"South Africa","England","M","low","home","South Africa","field",240,"0","0","0","won"
"New Zealand","England","F","low","home","England","bat",134,"0","0","0","lost"
"Pakistan","Zimbabwe","M","low","away","Zimbabwe","bat",199,"0","0","0","lost"
"New Zealand","South Africa","M","high","home","South Africa","bat",190,"0","0","0","lost"
"West Indies","Zimbabwe","M","high","away","Zimbabwe","bat",151,"1","0","0","lost"
"South Africa","Sri Lanka","M","medium","away","South Africa","field",282,"1","0","0","won"
"India","South Africa","M","low","home","South Africa","field",248,"0","0","0","lost"
"New Zealand","England","M","low","home","New Zealand","bat",204,"0","0","0","won"
"Australia","New Zealand","M","medium","home","Australia","bat",216,"1","0","0","won"
"Australia","India","M","low","away","Australia","field",307,"1","0","0","won"
"India","Australia","M","low","home","Australia","field",206,"0","0","0","lost"
"India","Pakistan","M","low","away","India","field",159,"0","0","0","won"
"Pakistan","Sri Lanka","M","medium","away","Pakistan","bat",295,"1","0","0","won"
"New Zealand","Australia","F","medium","home","Australia","bat",307,"0","0","0","lost"
"New Zealand","England","F","high","home","England","bat",140,"0","0","0","lost"
"Zimbabwe","Sri Lanka","M","low","home","Sri Lanka","field",35,"0","0","0","lost"
"Australia","New Zealand","F","medium","home","New Zealand","field",169,"0","0","0","lost"
"South Africa","West Indies","M","high","away","South Africa","field",238,"0","0","0","won"
"South Africa","New Zealand","M","low","home","New Zealand","bat",194,"0","0","0","lost"
"Sri Lanka","West Indies","F","high","away","Sri Lanka","field",368,"0","0","0","won"
"Pakistan","Zimbabwe","M","low","home","Pakistan","field",143,"0","0","0","won"
"Australia","New Zealand","M","high","away","Australia","bat",296,"0","0","0","won"
"Australia","West Indies","M","medium","home","Australia","field",193,"1","0","0","won"
"India","Zimbabwe","M","medium","away","India","bat",216,"1","0","0","won"
"New Zealand","Australia","F","medium","home","New Zealand","bat",228,"0","0","0","won"
"England","West Indies","M","low","home","England","field",178,"0","0","0","won"
"Pakistan","Sri Lanka","F","medium","home","Sri Lanka","bat",123,"0","0","0","lost"
"Zimbabwe","Sri Lanka","M","low","home","Sri Lanka","field",211,"0","1","1","lost"
"Sri Lanka","India","M","low","home","India","field",171,"0","0","0","lost"
"Australia","England","F","low","away","Australia","bat",192,"0","0","0","won"
"Australia","Pakistan","M","medium","away","Pakistan","bat",152,"0","0","0","lost"
"Australia","South Africa","F","low","home","South Africa","field",220,"0","0","0","lost"
"Australia","England","M","medium","home","Australia","field",182,"0","0","0","won"
"Bangladesh","New Zealand","M","high","away","New Zealand","field",174,"0","0","0","lost"
"Australia","England","M","medium","away","Australia","field",230,"0","0","0","won"
"India","Australia","F","low","home","Australia","field",171,"0","0","0","lost"
"New Zealand","South Africa","F","high","home","South Africa","field",265,"0","0","0","lost"
"Sri Lanka","West Indies","M","high","away","Sri Lanka","bat",182,"0","0","0","won"
"New Zealand","South Africa","M","medium","away","South Africa","bat",257,"0","0","0","lost"
"Sri Lanka","Pakistan","M","low","home","Sri Lanka","field",164,"0","0","0","won"
"Bangladesh","England","M","high","away","England","field",143,"0","0","0","lost"
"India","New Zealand","M","low","home","New Zealand","bat",269,"0","0","0","lost"
"New Zealand","South Africa","M","low","home","South Africa","field",249,"0","0","0","lost"
"Australia","New Zealand","F","medium","home","Australia","bat",240,"0","1","1","won"
"England","India","M","high","away","England","bat",269,"1","0","0","won"
"India","Australia","M","low","home","Australia","bat",347,"1","0","0","lost"
"South Africa","Zimbabwe","M","medium","away","Zimbabwe","field",272,"0","0","0","lost"
"Sri Lanka","West Indies","M","medium","away","West Indies","field",204,"0","0","0","lost"
"West Indies","England","M","low","home","West Indies","field",188,"0","0","0","won"
"Pakistan","West Indies","M","low","home","West Indies","bat",176,"0","0","0","lost"
"New Zealand","England","M","low","home","England","field",295,"0","0","0","lost"
"India","West Indies","M","low","home","West Indies","field",279,"0","1","1","lost"
"England","New Zealand","F","high","away","England","bat",177,"0","0","0","won"
"India","New Zealand","M","medium","away","India","bat",220,"1","0","0","won"
"New Zealand","England","M","low","home","England","bat",193,"1","1","1","lost"
"Zimbabwe","West Indies","M","low","home","West Indies","field",229,"0","0","0","lost"
"England","India","M","medium","home","India","field",281,"0","0","0","lost"
"Bangladesh","Sri Lanka","M","medium","away","Bangladesh","field",233,"0","0","0","won"
"Sri Lanka","England","M","low","home","Sri Lanka","field",180,"0","0","0","won"
"Pakistan","Australia","M","low","home","Pakistan","bat",217,"0","0","0","won"
"India","New Zealand","M","medium","away","New Zealand","field",267,"0","0","0","lost"
"Pakistan","West Indies","M","high","away","West Indies","field",250,"0","0","0","lost"
"Zimbabwe","Pakistan","M","low","home","Zimbabwe","bat",210,"0","0","0","won"
"South Africa","India","M","medium","home","South Africa","bat",270,"1","0","0","won"
"India","Sri Lanka","M","medium","away","Sri Lanka","bat",202,"0","0","0","lost"
"India","South Africa","M","medium","away","India","bat",164,"1","0","0","won"
"New Zealand","England","M","low","home","New Zealand","field",208,"0","0","0","won"
"India","Zimbabwe","M","low","home","Zimbabwe","bat",165,"0","0","0","lost"
"India","Pakistan","M","low","home","Pakistan","bat",327,"1","0","0","lost"
"West Indies","Australia","M","low","home","West Indies","field",258,"0","0","0","won"
"India","Pakistan","M","high","away","India","bat",227,"0","0","0","won"
"England","West Indies","F","low","home","England","field",41,"0","0","0","won"
"Australia","West Indies","F","high","away","Australia","bat",230,"0","0","0","won"
"India","Australia","M","low","home","India","bat",248,"0","0","0","won"
"Australia","West Indies","F","high","away","West Indies","bat",131,"0","0","0","lost"
"New Zealand","Australia","M","low","home","Australia","bat",254,"0","0","0","lost"
"New Zealand","South Africa","M","low","home","South Africa","bat",186,"0","0","0","lost"
"New Zealand","Pakistan","M","low","away","Pakistan","bat",198,"0","0","0","lost"
"Sri Lanka","West Indies","M","medium","away","Sri Lanka","field",270,"0","0","0","won"
"Pakistan","West Indies","F","low","home","West Indies","bat",194,"1","0","0","lost"
"South Africa","Australia","M","low","home","South Africa","bat",289,"1","0","0","won"
"Australia","India","M","medium","home","India","field",262,"0","0","0","lost"
"West Indies","New Zealand","M","low","home","West Indies","field",241,"0","0","0","won"
"Pakistan","West Indies","M","high","home","West Indies","bat",258,"0","0","0","lost"
"Australia","Sri Lanka","M","medium","away","Australia","bat",332,"0","0","0","won"
"England","India","M","medium","home","England","field",170,"0","0","0","won"
"Pakistan","India","M","medium","home","Pakistan","bat",252,"0","0","0","won"
"England","Australia","F","low","home","Australia","bat",215,"0","0","0","lost"
"Zimbabwe","West Indies","M","low","home","West Indies","bat",125,"0","0","0","lost"
"Australia","Sri Lanka","M","medium","home","Australia","bat",236,"1","0","0","won"
"South Africa","Pakistan","M","medium","home","Pakistan","bat",220,"0","0","0","lost"
"Australia","New Zealand","F","medium","home","New Zealand","bat",175,"0","0","0","lost"
"West Indies","England","M","low","home","West Indies","field",117,"0","1","1","won"
"India","New Zealand","M","low","home","India","field",145,"0","0","0","won"
"Bangladesh","West Indies","M","low","home","West Indies","bat",292,"1","0","0","lost"
"New Zealand","Sri Lanka","M","medium","away","Sri Lanka","field",199,"0","0","0","lost"
"England","Pakistan","M","low","away","England","field",175,"0","0","0","won"
"Zimbabwe","Pakistan","M","low","home","Zimbabwe","field",300,"0","0","0","won"
"Australia","Bangladesh","M","low","home","Bangladesh","bat",117,"0","0","0","lost"
"India","West Indies","F","high","home","West Indies","field",284,"1","0","0","lost"
"Australia","New Zealand","M","medium","home","New Zealand","bat",242,"1","0","0","lost"
"Australia","New Zealand","F","medium","home","New Zealand","bat",125,"0","0","0","lost"
"New Zealand","Pakistan","F","low","home","Pakistan","bat",56,"0","0","0","lost"
"England","Australia","M","low","home","England","field",230,"0","0","0","won"
"New Zealand","Pakistan","M","low","home","New Zealand","field",170,"0","0","0","won"
"Australia","Pakistan","M","medium","home","Pakistan","field",258,"1","0","0","lost"
"New Zealand","West Indies","F","high","away","New Zealand","bat",192,"0","0","0","won"
"Pakistan","West Indies","M","low","home","West Indies","field",127,"0","0","0","lost"
"England","India","F","high","away","England","bat",191,"0","0","0","won"
"Pakistan","Sri Lanka","M","low","away","Pakistan","bat",278,"1","0","0","won"
"Australia","West Indies","M","low","home","Australia","field",224,"0","0","0","won"
"England","Sri Lanka","M","medium","home","England","bat",261,"0","0","0","won"
"England","Sri Lanka","F","high","away","Sri Lanka","field",238,"0","0","0","lost"
"England","West Indies","M","medium","home","West Indies","bat",289,"0","0","0","lost"
"Sri Lanka","Zimbabwe","M","high","away","Sri Lanka","field",225,"1","0","0","won"
"Zimbabwe","Sri Lanka","M","low","home","Zimbabwe","field",223,"0","0","0","won"
"England","Zimbabwe","M","medium","home","England","bat",262,"1","0","0","won"
"New Zealand","England","F","low","home","England","field",261,"0","0","0","lost"
