"team","team.1","gender","season","date","series","match_number","venue","city","toss_winner","toss_decision","player_of_match","umpire","umpire.1","reserve_umpire","tv_umpire","match_referee","winner","winner_runs"
"Australia","South Africa","male","2014","2014/09/02","Zimbabwe Triangular Series","5","Harare Sports Club","","true","South Africa","field","MR Marsh","Aleem Dar","RB Tiffin","O Chirombe","TJ Matibiri","J Srinath","Australia"
"Zimbabwe","South Africa","male","2014","2014/09/04","Zimbabwe Triangular Series","6","Harare Sports Club","","Zimbabwe","field","F du Plessis","Aleem Dar","TJ Matibiri","L Rusere","O Chirombe","J Srinath","South Africa","63"
"Australia","South Africa","male","2014","2014/09/06","Zimbabwe Triangular Series","Harare Sports Club","","true","South Africa","field","DW Steyn","Aleem Dar","RB Tiffin","O Chirombe","became the onfield umpire","J Srinath","South Africa","6"
"Afghanistan","United Arab Emirates","male","2014","2014/05/02","Asian Cricket Council Premier League","4","Kinrara Academy Oval","Kuala Lumpur","true","United Arab Emirates","field","Mohammad Nabi","BB Pradhan","Sarika Prasad","N Sivan","GF Labrooy","Afghanistan","70"
"Hong Kong","United Arab Emirates","male","2014","2014/05/04","Asian Cricket Council Premier League","8","Kinrara Academy Oval","Kuala Lumpur","true","United Arab Emirates","field","Mohammad Shahzad (2)","BB Pradhan","Sarika Prasad","R Batumalai","GF Labrooy","United Arab Emirates","2"
"New Zealand","Pakistan","male","2014/15","2014/12/08","Pakistan v New Zealand ODI Series","1","Dubai International Cricket Stadium","","true","Pakistan","field","Haris Sohail","Aleem Dar","JS Wilson","Ahsan Raza","RK Illingworth","RS Mahanama","Pakistan"
"New Zealand","Pakistan","male","2014/15","2014/12/12","Pakistan v New Zealand ODI Series","2","Sharjah Cricket Stadium","","true","Pakistan","bat","KS Williamson","Ahsan Raza","RK Illingworth","Shozab Raza","JS Wilson","RS Mahanama","New Zealand"
"New Zealand","Pakistan","male","2014/15","2014/12/14","Pakistan v New Zealand ODI Series","3","Sharjah Cricket Stadium","","true","Pakistan","bat","Ahmed Shehzad","Shozab Raza","JS Wilson","Ahsan Raza","RK Illingworth","RS Mahanama","Pakistan"
"New Zealand","Pakistan","male","2014/15","2014/12/17","Pakistan v New Zealand ODI Series","4","Sheikh Zayed Stadium","Abu Dhabi","true","New Zealand","bat","KS Williamson","RK Illingworth","Shozab Raza","Ahsan Raza","JS Wilson","RS Mahanama","New Zealand"
"New Zealand","Pakistan","male","2014/15","2014/12/19","Pakistan v New Zealand ODI Series","5","Sheikh Zayed Stadium","Abu Dhabi","true","New Zealand","bat","MJ Henry","Ahsan Raza","JS Wilson","Shozab Raza","RK Illingworth","RS Mahanama","New Zealand"
"England","New Zealand","male","2015","2015/06/09","New Zealand in England ODI Series","1","Edgbaston","Birmingham","New Zealand","field","JC Buttler","MA Gough","BNJ Oxenford","RT Robinson","SJ Davis","J Srinath","England","210"
"England","New Zealand","male","2015","2015/06/12","New Zealand in England ODI Series","2","Kennington Oval","London","New Zealand","bat","LRPL Taylor","SJ Davis","RT Robinson","MA Gough","BNJ Oxenford","J Srinath","New Zealand","13"
"England","New Zealand","male","2015","2015/06/14","New Zealand in England ODI Series","3","The Rose Bowl","Southampton","England","bat","KS Williamson","BNJ Oxenford","RT Robinson","RJ Bailey","SJ Davis","J Srinath","New Zealand","3"
"England","New Zealand","male","2015","2015/06/17","New Zealand in England ODI Series","4","Trent Bridge","Nottingham","New Zealand","bat","EJG Morgan","RJ Bailey","SJ Davis","MA Gough","BNJ Oxenford","J Srinath","England","7"
"England","New Zealand","male","2015","2015/06/20","New Zealand in England ODI Series","5","Riverside Ground","Chester-le-Street","England","field","JM Bairstow","MA Gough","BNJ Oxenford","RT Robinson","SJ Davis","J Srinath","England","3"
"Ireland","Australia","male","2015","2015/08/27","Civil Service Cricket Club, Stormont","Belfast","Australia","bat","DA Warner","M Hawthorne","JS Wilson","DA Haggo","S Ravi","JJ Crowe","Australia","23","D/L","0.1"
"England","Australia","male","2015","2015/09/03","Australia in England ODI Series","1","The Rose Bowl","Southampton","Australia","bat","MS Wade","MA Gough","JS Wilson","RT Robinson","HDPK Dharmasena","JJ Crowe","Australia","59"
"England","Australia","male","2015","2015/09/05","Australia in England ODI Series","2","Lord's","London","England","field","MR Marsh","HDPK Dharmasena","RT Robinson","RJ Bailey","JS Wilson","JJ Crowe","Australia","64"
"England","Australia","male","2015","2015/09/08","Australia in England ODI Series","3","Old Trafford","Manchester","England","bat","JWA Taylor","RJ Bailey","JS Wilson","MA Gough","HDPK Dharmasena","JJ Crowe","England","93"
"England","Australia","male","2015","2015/09/11","Australia in England ODI Series","4","Headingley","Leeds","Australia","bat","EJG Morgan","HDPK Dharmasena","MA Gough","RA Kettleborough","JS Wilson","JJ Crowe","England","3"
"England","Australia","male","2015","2015/09/13","Australia in England ODI Series","5","Old Trafford","Manchester","England","bat","MR Marsh","RJ Bailey","JS Wilson","MA Gough","HDPK Dharmasena","JJ Crowe","Australia","8"
"Bangladesh","India","male","2014","2014/06/15","India in Bangladesh ODI Series","1","Shere Bangla National Stadium","Mirpur","Bangladesh","bat","AM Rahane","HDPK Dharmasena","Enamul Haque","Masudur Rahman","Sharfuddoula","RS Mahanama","India","7"
"Bangladesh","India","male","2014","2014/06/17","India in Bangladesh ODI Series","2","Shere Bangla National Stadium","Mirpur","Bangladesh","field","STR Binny","HDPK Dharmasena","Sharfuddoula","Mahfuzur Rahman","Anisur Rahman","RS Mahanama","India","47"
"Bangladesh","India","male","2014","2014/06/19","India in Bangladesh ODI Series","3","Shere Bangla National Stadium","Mirpur","India","bat","HDPK Dharmasena","Enamul Haque","Tanvir Ahmed","Anisur Rahman","RS Mahanama","no result","0.1","AM Rahane"
"Sri Lanka","Pakistan","male","2014","2014/08/23","Pakistan in Sri Lanka ODI Series","1","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa","Hambantota","Pakistan","field","Sohaib Maqsood","RSA Palliyaguruge","S Ravi","RR Wimalasiri","SJ Davis","AJ Pycroft","Pakistan","4"
"Sri Lanka","Pakistan","male","2014","2014/08/26","Pakistan in Sri Lanka ODI Series","2","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa","Hambantota","Sri Lanka","bat","NLTC Perera","SJ Davis","REJ Martinesz","RR Wimalasiri","S Ravi","AJ Pycroft","Sri Lanka","77"
"Sri Lanka","Pakistan","male","2014","2014/08/30","Pakistan in Sri Lanka ODI Series","3","Rangiri Dambulla International Stadium","","Pakistan","bat","NLTC Perera","RSA Palliyaguruge","S Ravi","REJ Martinesz","SJ Davis","AJ Pycroft","Sri Lanka","7"
"New Zealand","South Africa","male","2014/15","2014/10/21","South Africa in New Zealand ODI Series","1","Bay Oval","Mount Maunganui","South Africa","field","AB de Villiers","CB Gaffaney","RJ Tucker","PD Jones","SJ Davis","RS Mahanama","South Africa","6"
"New Zealand","South Africa","male","2014/15","2014/10/24","South Africa in New Zealand ODI Series","2","Bay Oval","Mount Maunganui","New Zealand","field","HM Amla","SJ Davis","DJ Walker","PD Jones","RJ Tucker","RS Mahanama","South Africa","72"
"New Zealand","South Africa","male","2014/15","2014/10/27","South Africa in New Zealand ODI Series","3","Seddon Park","Hamilton","New Zealand","field","CB Gaffaney","RJ Tucker","PD Jones","SJ Davis","RS Mahanama","no result","0.1","HM Amla"
"New Zealand","Sri Lanka","male","2014/15","2015/01/11","Sri Lanka in New Zealand ODI Series","1","Hagley Oval","Christchurch","Sri Lanka","bat","CJ Anderson","CB Gaffaney","NJ Llong","BF Bowden","IJ Gould","J Srinath","New Zealand","3"
"New Zealand","Sri Lanka","male","2014/15","2015/01/15","Sri Lanka in New Zealand ODI Series","2","Seddon Park","Hamilton","New Zealand","bat","TM Dilshan","CB Gaffaney","IJ Gould","BF Bowden","NJ Llong","J Srinath","Sri Lanka","6"
"New Zealand","Sri Lanka","male","2014/15","2015/01/17","Sri Lanka in New Zealand ODI Series","3","Eden Park","Auckland","Sri Lanka","field","BF Bowden","NJ Llong","PD Jones","IJ Gould","J Srinath","no result","0.1","BB McCullum"
"New Zealand","Sri Lanka","male","2014/15","2015/01/20","Sri Lanka in New Zealand ODI Series","4","Saxton Oval","Nelson","Sri Lanka","bat","KS Williamson","IJ Gould","DJ Walker","CB Gaffaney","NJ Llong","J Srinath","New Zealand","4"
"New Zealand","Sri Lanka","male","2014/15","2015/01/23","Sri Lanka in New Zealand ODI Series","5","University Oval","Dunedin","Sri Lanka","field","GD Elliott","L Ronchi","CB Gaffaney","NJ Llong","DJ Walker","IJ Gould","J Srinath","New Zealand"
"New Zealand","Sri Lanka","male","2014/15","2015/01/25","Sri Lanka in New Zealand ODI Series","6","University Oval","Dunedin","New Zealand","bat","CJ Anderson","MA Gough","DJ Walker","CB Gaffaney","RJ Tucker","J Srinath","New Zealand","120"
"New Zealand","Sri Lanka","male","2014/15","2015/01/29","Sri Lanka in New Zealand ODI Series","7","Westpac Stadium","Wellington","Sri Lanka","bat","KC Sangakkara","CB Gaffaney","RJ Tucker","DJ Walker","MA Gough","J Srinath","Sri Lanka","34"
"New Zealand","Pakistan","male","2014/15","2015/01/31","Pakistan in New Zealand ODI Series","1","Westpac Stadium","Wellington","New Zealand","field","GD Elliott","CB Gaffaney","MA Gough","DJ Walker","RJ Tucker","J Srinath","New Zealand","7"
"New Zealand","Pakistan","male","2014/15","2015/02/03","Pakistan in New Zealand ODI Series","2","McLean Park","Napier","New Zealand","bat","KS Williamson","RJ Tucker","DJ Walker","PD Jones","MA Gough","J Srinath","New Zealand","119"
"Sri Lanka","England","male","2014/15","2014/11/26","England in Sri Lanka ODI Series","1","R Premadasa Stadium","Colombo","England","field","TM Dilshan","SD Fry","RSA Palliyaguruge","RR Wimalasiri","SJ Davis","DC Boon","Sri Lanka","25"
"Sri Lanka","England","male","2014/15","2014/11/29","England in Sri Lanka ODI Series","2","R Premadasa Stadium","Colombo","England","bat","DPMD Jayawardene","SJ Davis","RR Wimalasiri","RSA Palliyaguruge","SD Fry","DC Boon","Sri Lanka","8"
"Sri Lanka","England","male","2014/15","2014/12/03","England in Sri Lanka ODI Series","3","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa","Hambantota","Sri Lanka","bat","JC Buttler","SD Fry","RSA Palliyaguruge","RR Wimalasiri","SJ Davis","DC Boon","England","5"
"Sri Lanka","England","male","2014/15","2014/12/07","England in Sri Lanka ODI Series","4","R Premadasa Stadium","Colombo","England","bat","KC Sangakkara","SJ Davis","REJ Martinesz","RR Wimalasiri","SD Fry","DC Boon","Sri Lanka","6"
"Sri Lanka","England","male","2014/15","2014/12/10","2014/12/11","England in Sri Lanka ODI Series","5","Pallekele International Cricket Stadium","","England","field","JE Root","RSA Palliyaguruge","RJ Tucker","REJ Martinesz","BNJ Oxenford","DC Boon","England"
"Sri Lanka","England","male","2014/15","2014/12/13","England in Sri Lanka ODI Series","6","Pallekele International Cricket Stadium","","Sri Lanka","bat","KC Sangakkara","REJ Martinesz","BNJ Oxenford","RR Wimalasiri","RJ Tucker","DC Boon","Sri Lanka","90"
"Sri Lanka","England","male","2014/15","2014/12/16","England in Sri Lanka ODI Series","7","R Premadasa Stadium","Colombo","Sri Lanka","bat","TM Dilshan","REJ Martinesz","RJ Tucker","RR Wimalasiri","BNJ Oxenford","DC Boon","Sri Lanka","87"
"Australia","South Africa","male","2014/15","2014/11/14","South Africa in Australia ODI Series","1","Western Australia Cricket Association Ground","Perth","South Africa","field","NM Coulter-Nile","SD Fry","NJ Llong","JD Ward","BF Bowden","J Srinath","Australia","32"
"Australia","South Africa","male","2014/15","2014/11/16","South Africa in Australia ODI Series","2","Western Australia Cricket Association Ground","Perth","Australia","bat","M Morkel","BF Bowden","JD Ward","SD Fry","NJ Llong","J Srinath","South Africa","3"
"Australia","South Africa","male","2014/15","2014/11/19","South Africa in Australia ODI Series","3","Manuka Oval","Canberra","Australia","bat","SPD Smith","SD Fry","NJ Llong","JD Ward","BF Bowden","J Srinath","Australia","73"
"Australia","South Africa","male","2014/15","2014/11/21","South Africa in Australia ODI Series","4","Melbourne Cricket Ground","","South Africa","bat","SPD Smith","BF Bowden","JD Ward","MD Martell","NJ Llong","J Srinath","Australia","3"
"Australia","South Africa","male","2014/15","2014/11/23","South Africa in Australia ODI Series","5","Sydney Cricket Ground","","South Africa","bat","Q de Kock","NJ Llong","MD Martell","JD Ward","BF Bowden","J Srinath","Australia","2"
"Australia","India","male","2014/15","2015/01/18","Carlton Mid One-Day International Tri-Series","2","Melbourne Cricket Ground","","India","bat","MA Starc","HDPK Dharmasena","JD Ward","SD Fry","MD Martell","AJ Pycroft","Australia","4"
"Australia","England","male","2014/15","2015/01/16","Carlton Mid One-Day International Tri-Series","1","Sydney Cricket Ground","","England","bat","MA Starc","HDPK Dharmasena","SD Fry","MD Martell","JD Ward","AJ Pycroft","Australia","3"
"England","India","male","2014/15","2015/01/20","Carlton Mid One-Day International Tri-Series","3","Brisbane Cricket Ground, Woolloongabba","Brisbane","true","India","bat","ST Finn","HDPK Dharmasena","MD Martell","JD Ward","SD Fry","AJ Pycroft","England"
"Australia","England","male","2014/15","2015/01/23","Carlton Mid One-Day International Tri-Series","4","Bellerive Oval","Hobart","Australia","field","SPD Smith","M Erasmus","SD Fry","JD Ward","AJ Pycroft","Australia","3","0.1"
"Australia","India","male","2014/15","2015/01/26","Carlton Mid One-Day International Tri-Series","5","Sydney Cricket Ground","","Australia","field","M Erasmus","P Wilson","GA Abood","MD Martell","AJ Pycroft","no result","0.1","S Dhawan"
"England","India","male","2014/15","2015/01/30","Carlton Mid One-Day International Tri-Series","6","Western Australia Cricket Association Ground","Perth","true","England","field","JWA Taylor","M Erasmus","JD Ward","GC Joshua","SD Fry","AJ Pycroft","England"
"Australia","England","male","2014/15","2015/02/01","Carlton Mid One-Day International Tri-Series","Western Australia Cricket Association Ground","Perth","England","field","GJ Maxwell","M Erasmus","SD Fry","MD Martell","JD Ward","AJ Pycroft","Australia","112","0.1"
"Zimbabwe","Afghanistan","male","2014","2014/07/20","Afghanistan in Zimbabwe ODI Series","2","Queens Sports Club","Bulawayo","Zimbabwe","field","Sikandar Raza","O Chirombe","JD Cloete","RB Tiffin","D Govindjee","Zimbabwe","8","0.1"
"Zimbabwe","Afghanistan","male","2014","2014/07/22","Afghanistan in Zimbabwe ODI Series","3","Queens Sports Club","Bulawayo","Afghanistan","field","H Masakadza","JD Cloete","TJ Matibiri","O Chirombe","D Govindjee","Afghanistan","2","0.1"
"Zimbabwe","Afghanistan","male","2014","2014/07/24","Afghanistan in Zimbabwe ODI Series","4","Queens Sports Club","Bulawayo","Zimbabwe","field","DT Tiripano","O Chirombe","JD Cloete","TJ Matibiri","D Govindjee","Afghanistan","100","0.1"
"Bangladesh","Zimbabwe","male","2014/15","2014/11/21","Zimbabwe in Bangladesh ODI Series","1","Zahur Ahmed Chowdhury Stadium","Chittagong","Zimbabwe","field","Shakib Al Hasan","CB Gaffaney","Sharfuddoula","Masudur Rahman","Anisur Rahman","RS Madugalle","Bangladesh","87"
"Bangladesh","Zimbabwe","male","2014/15","2014/11/23","Zimbabwe in Bangladesh ODI Series","2","Zahur Ahmed Chowdhury Stadium","Chittagong","Bangladesh","bat","Mashrafe Mortaza","CB Gaffaney","Sharfuddoula","Masudur Rahman","Anisur Rahman","RS Madugalle","Bangladesh","68"
"Bangladesh","Zimbabwe","male","2014/15","2014/11/26","Zimbabwe in Bangladesh ODI Series","3","Shere Bangla National Stadium","Mirpur","Zimbabwe","field","Anamul Haque","Anisur Rahman","CB Gaffaney","Mahfuzur Rahman","Sharfuddoula","RS Madugalle","Bangladesh","124"
"Bangladesh","Zimbabwe","male","2014/15","2014/11/28","Zimbabwe in Bangladesh ODI Series","4","Shere Bangla National Stadium","Mirpur","Bangladesh","bat","Mahmudullah","Anisur Rahman","CB Gaffaney","Tanvir Ahmed","Sharfuddoula","RS Madugalle","Bangladesh","21"
"Bangladesh","Zimbabwe","male","2014/15","2014/12/01","Zimbabwe in Bangladesh ODI Series","5","Shere Bangla National Stadium","Mirpur","Zimbabwe","bat","Taijul Islam","CB Gaffaney","Sharfuddoula","Gazi Sohel","Anisur Rahman","RS Madugalle","Bangladesh","5"
"Ireland","England","male","2015","2015/05/08","The Village, Malahide","Dublin","England","field","M Hawthorne","IN Ramage","R Black","DT Jukes","no result","0.1","PR Stirling","1","","0.2"
"India","West Indies","male","2014/15","2014/10/08","West Indies in India ODI Series","1","Nehru Stadium","Kochi","India","field","MN Samuels","IJ Gould","S Ravi","CK Nandan","C Shamshuddin","JJ Crowe","West Indies","124"
"India","West Indies","male","2014/15","2014/10/11","West Indies in India ODI Series","2","Feroz Shah Kotla","Delhi","India","bat","Mohammed Shami","IJ Gould","S Ravi","RM Deshpande","C Shamshuddin","JJ Crowe","India","48"
"India","West Indies","male","2014/15","2014/10/17","West Indies in India ODI Series","4","Himachal Pradesh Cricket Association Stadium","Dharmasala","West Indies","field","V Kohli","IJ Gould","VA Kulkarni","Nitin Menon","AK Chaudhary","JJ Crowe","India","59"
"India","Sri Lanka","male","2014/15","2014/11/02","Sri Lanka in India ODI Series","1","Barabati Stadium","Cuttack","Sri Lanka","field","AM Rahane","VA Kulkarni","BNJ Oxenford","PG Pathak","C Shamshuddin","DC Boon","India","169"
"India","Sri Lanka","male","2014/15","2014/11/06","Sri Lanka in India ODI Series","2","Sardar Patel Stadium, Motera","Ahmedabad","Sri Lanka","bat","AT Rayudu","VA Kulkarni","BNJ Oxenford","K Srinath","C Shamshuddin","DC Boon","India","6"
"India","Sri Lanka","male","2014/15","2014/11/09","Sri Lanka in India ODI Series","3","Rajiv Gandhi International Stadium, Uppal","Hyderabad","Sri Lanka","bat","DPMD Jayawardene","VA Kulkarni","BNJ Oxenford","K Bharatan","AK Chaudhary","DC Boon","India","6"
"India","Sri Lanka","male","2014/15","2014/11/13","Sri Lanka in India ODI Series","4","Eden Gardens","Kolkata","India","bat","RG Sharma","BNJ Oxenford","S Ravi","AY Dandekar","AK Chaudhary","DC Boon","India","153"
"India","Sri Lanka","male","2014/15","2014/11/16","Sri Lanka in India ODI Series","5","JSCA International Stadium Complex","Ranchi","Sri Lanka","bat","AD Mathews","BNJ Oxenford","S Ravi","A Nand Kishore","AK Chaudhary","DC Boon","India","3"
"South Africa","England","male","2015/16","2016/02/03","England in South Africa ODI Series","1","Mangaung Oval","Bloemfontein","England","bat","Q de Kock","CB Gaffaney","S George","JD Cloete","HDPK Dharmasena","J Srinath","England","39"
"South Africa","England","male","2015/16","2016/02/06","England in South Africa ODI Series","2","St George's Park","Port Elizabeth","South Africa","bat","AD Hales","JD Cloete","HDPK Dharmasena","S George","CB Gaffaney","J Srinath","England","5"
"South Africa","England","male","2015/16","2016/02/09","England in South Africa ODI Series","3","SuperSport Park","Centurion","England","bat","Q de Kock","JD Cloete","CB Gaffaney","S George","HDPK Dharmasena","J Srinath","South Africa","7"
"South Africa","England","male","2015/16","2016/02/12","England in South Africa ODI Series","4","New Wanderers Stadium","Johannesburg","South Africa","field","CH Morris","HDPK Dharmasena","S George","JD Cloete","CB Gaffaney","J Srinath","South Africa","1"
"South Africa","England","male","2015/16","2016/02/14","England in South Africa ODI Series","5","Newlands","Cape Town","South Africa","field","AB de Villiers","JD Cloete","CB Gaffaney","S George","HDPK Dharmasena","J Srinath","South Africa","5"
"United Arab Emirates","Afghanistan","male","2014/15","2014/11/28","United Arab Emirates v Afghanistan ODI Series","1","ICC Academy","Dubai","Afghanistan","bat","Amjad Ali","JD Cloete","RA Kettleborough","Sarika Prasad","DT Jukes","United Arab Emirates","5","0.1"
"United Arab Emirates","Afghanistan","male","2014/15","2014/11/30","United Arab Emirates v Afghanistan ODI Series","2","ICC Academy","Dubai","United Arab Emirates","field","Khurram Khan","JD Cloete","RA Kettleborough","Sarika Prasad","DT Jukes","United Arab Emirates","6","0.1"
"Ireland","Scotland","male","2014/15","2015/01/12","Dubai Triangular Series","3","Dubai International Cricket Stadium","","true","Ireland","field","NJ O'Brien","Ahmed Shahab","Sharfuddoula","VA Kulkarni","GF Labrooy","Ireland","3"
"Afghanistan","Ireland","male","2014/15","2015/01/17","Dubai Triangular Series","5","Dubai International Cricket Stadium","","true","Ireland","field","Najibullah Zadran","Ahmed Shahab","VA Kulkarni","Sharfuddoula","GF Labrooy","Afghanistan","71"
"Afghanistan","Scotland","male","2014/15","2015/01/08","Dubai Triangular Series","1","ICC Academy","Dubai","true","Afghanistan","field","Javed Ahmadi","VA Kulkarni","Sharfuddoula","Ahmed Shahab","GF Labrooy","Afghanistan","8"
"Afghanistan","Scotland","male","2014/15","2015/01/14","Dubai Triangular Series","4","Sheikh Zayed Stadium","Abu Dhabi","true","Scotland","bat","JH Davey","VA Kulkarni","Sharfuddoula","Ahmed Shahab","GF Labrooy","Scotland","150"
"Bangladesh","South Africa","male","2015","2015/07/10","South Africa in Bangladesh ODI Series","1","Shere Bangla National Stadium","Mirpur","Bangladesh","bat","K Rabada","MA Gough","Sharfuddoula","Enamul Haque","RK Illingworth","DC Boon","South Africa","8"
"Bangladesh","South Africa","male","2015","2015/07/12","South Africa in Bangladesh ODI Series","2","Shere Bangla National Stadium","Mirpur","South Africa","bat","Soumya Sarkar","Enamul Haque","RK Illingworth","Anisur Rahman","MA Gough","DC Boon","Bangladesh","7"
"Bangladesh","South Africa","male","2015","2015/07/15","South Africa in Bangladesh ODI Series","3","Zahur Ahmed Chowdhury Stadium","Chittagong","South Africa","bat","Soumya Sarkar","MA Gough","Sharfuddoula","Enamul Haque","RK Illingworth","DC Boon","Bangladesh","9"
"South Africa","New Zealand","male","2015","2015/08/19","New Zealand in South Africa ODI Series","1","SuperSport Park","Centurion","New Zealand","field","HM Amla","JD Cloete","IJ Gould","S George","AT Holdstock","RS Mahanama","South Africa","20"
"South Africa","New Zealand","male","2015","2015/08/23","New Zealand in South Africa ODI Series","2","Senwes Park","Potchefstroom","South Africa","bat","MJ Guptill","S George","IJ Gould","AT Holdstock","JD Cloete","RS Mahanama","New Zealand","8"
"South Africa","New Zealand","male","2015","2015/08/26","New Zealand in South Africa ODI Series","3","Kingsmead","Durban","South Africa","bat","AB de Villiers","JD Cloete","IJ Gould","AT Holdstock","S George","RS Mahanama","South Africa","62"
"Bangladesh","Pakistan","male","2015","2015/04/17","Pakistan in Bangladesh ODI Series","1","Shere Bangla National Stadium","Mirpur","Bangladesh","bat","Mushfiqur Rahim","RSA Palliyaguruge","Sharfuddoula","Enamul Haque","NJ Llong","JJ Crowe","Bangladesh","79"
"Bangladesh","Pakistan","male","2015","2015/04/19","Pakistan in Bangladesh ODI Series","2","Shere Bangla National Stadium","Mirpur","Pakistan","bat","Tamim Iqbal","Enamul Haque","NJ Llong","Sharfuddoula","RSA Palliyaguruge","JJ Crowe","Bangladesh","7"
"Bangladesh","Pakistan","male","2015","2015/04/22","Pakistan in Bangladesh ODI Series","3","Shere Bangla National Stadium","Mirpur","Pakistan","bat","Soumya Sarkar","RSA Palliyaguruge","Sharfuddoula","Anisur Rahman","NJ Llong","JJ Crowe","Bangladesh","8"
"Sri Lanka","Pakistan","male","2015","2015/07/11","Pakistan in Sri Lanka ODI Series","1","Rangiri Dambulla International Stadium","","Pakistan","field","Mohammad Hafeez","IJ Gould","REJ Martinesz","RR Wimalasiri","RJ Tucker","J Srinath","Pakistan","6"
"Sri Lanka","Pakistan","male","2015","2015/07/15","Pakistan in Sri Lanka ODI Series","2","Pallekele International Cricket Stadium","","Pakistan","bat","MDKJ Perera","REJ Martinesz","RJ Tucker","RR Wimalasiri","IJ Gould","J Srinath","Sri Lanka","2"
"Sri Lanka","Pakistan","male","2015","2015/07/19","Pakistan in Sri Lanka ODI Series","3","R Premadasa Stadium","Colombo","Pakistan","bat","Sarfraz Ahmed","IJ Gould","RR Wimalasiri","REJ Martinesz","RJ Tucker","J Srinath","Pakistan","135"
"Sri Lanka","Pakistan","male","2015","2015/07/22","Pakistan in Sri Lanka ODI Series","4","R Premadasa Stadium","Colombo","Sri Lanka","bat","Ahmed Shehzad","RJ Tucker","RR Wimalasiri","REJ Martinesz","IJ Gould","J Srinath","Pakistan","7"
"Sri Lanka","Pakistan","male","2015","2015/07/26","Pakistan in Sri Lanka ODI Series","5","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa","Hambantota","Sri Lanka","bat","MDKJ Perera","IJ Gould","REJ Martinesz","RR Wimalasiri","RJ Tucker","J Srinath","Sri Lanka","165"
"Pakistan","Zimbabwe","male","2015","2015/05/26","Zimbabwe in Pakistan ODI Series","1","Gaddafi Stadium","Lahore","Pakistan","bat","Shoaib Malik","Aleem Dar","RB Tiffin","Shozab Raza","Ahmed Shahab","Azhar Khan","Pakistan","41"
"Pakistan","Zimbabwe","male","2015","2015/05/29","Zimbabwe in Pakistan ODI Series","2","Gaddafi Stadium","Lahore","Pakistan","field","Azhar Ali","Shozab Raza","RB Tiffin","Ahsan Raza","Ahmed Shahab","Azhar Khan","Pakistan","6"
"Pakistan","Zimbabwe","male","2015","2015/05/31","Zimbabwe in Pakistan ODI Series","3","Gaddafi Stadium","Lahore","Pakistan","bat","Ahsan Raza","RB Tiffin","Shozab Raza","Ahmed Shahab","Azhar Khan","no result","0.1","Azhar Ali"
"Bangladesh","India","male","2015","2015/06/18","India in Bangladesh ODI Series","1","Shere Bangla National Stadium","Mirpur","Bangladesh","bat","Mustafizur Rahman","Enamul Haque","RJ Tucker","Masudur Rahman","Anisur Rahman","AJ Pycroft","Bangladesh","79"
"Bangladesh","India","male","2015","2015/06/21","India in Bangladesh ODI Series","2","Shere Bangla National Stadium","Mirpur","India","bat","Mustafizur Rahman","Sharfuddoula","RJ Tucker","Gazi Sohel","Anisur Rahman","AJ Pycroft","Bangladesh","6"
"Bangladesh","India","male","2015","2015/06/24","India in Bangladesh ODI Series","3","Shere Bangla National Stadium","Mirpur","Bangladesh","field","SK Raina","Enamul Haque","RJ Tucker","Tanvir Ahmed","Sharfuddoula","AJ Pycroft","India","77"
"Zimbabwe","India","male","2015","2015/07/10","India in Zimbabwe ODI Series","1","Harare Sports Club","","Zimbabwe","field","AT Rayudu","SD Fry","RB Tiffin","TJ Matibiri","L Rusere","RS Mahanama","India","4"
"Zimbabwe","India","male","2015","2015/07/12","India in Zimbabwe ODI Series","2","Harare Sports Club","","Zimbabwe","field","M Vijay","SD Fry","TJ Matibiri","O Chirombe","L Rusere","RS Mahanama","India","62"
"Zimbabwe","India","male","2015","2015/07/14","India in Zimbabwe ODI Series","3","Harare Sports Club","","Zimbabwe","field","KM Jadhav","SD Fry","TJ Matibiri","I Chabi","RB Tiffin","RS Mahanama","India","83"
"Zimbabwe","New Zealand","male","2015","2015/08/02","New Zealand in Zimbabwe ODI Series","1","Harare Sports Club","","Zimbabwe","field","CR Ervine","RK Illingworth","RB Tiffin","L Rusere","DC Boon","Zimbabwe","7","0.1"
"Zimbabwe","New Zealand","male","2015","2015/08/04","New Zealand in Zimbabwe ODI Series","2","Harare Sports Club","","Zimbabwe","bat","MJ Guptill","TWM Latham","RK Illingworth","TJ Matibiri","O Chirombe","L Rusere","DC Boon","New Zealand"
"Zimbabwe","New Zealand","male","2015","2015/08/07","New Zealand in Zimbabwe ODI Series","3","Harare Sports Club","","Zimbabwe","field","KS Williamson","RK Illingworth","TJ Matibiri","I Chabi","RB Tiffin","DC Boon","New Zealand","38"
"Australia","India","male","2015/16","2016/01/12","India in Australia ODI Series","1","Western Australia Cricket Association Ground","Perth","India","bat","SPD Smith","SD Fry","RA Kettleborough","GC Joshua","MD Martell","JJ Crowe","Australia","5"
"Australia","India","male","2015/16","2016/01/15","India in Australia ODI Series","2","Brisbane Cricket Ground, Woolloongabba","Brisbane","India","bat","RG Sharma","RA Kettleborough","MD Martell","SAJ Craig","SD Fry","JJ Crowe","Australia","7"
